snapshot_utc,marketStrip,lastPrice,change,volume,lastTime,endDate,marketId
2026-03-14T20:56:51.132517+00:00,Apr26,50.65,1.0675446473111774,107085,03/13/2026 04:59 PM GMT,1777521600000,6164787
2026-03-14T20:56:51.132517+00:00,May26,50.26,1.1287953479949293,48270,03/13/2026 04:59 PM GMT,1780200000000,6187520
2026-03-14T20:56:51.132517+00:00,Jun26,49.91,1.1019730178665417,26155,03/13/2026 04:59 PM GMT,1782792000000,6214891
2026-03-14T20:56:51.132517+00:00,Jul26,49.475,1.0849133703824754,20880,03/13/2026 04:59 PM GMT,1785470400000,6243134
2026-03-14T20:56:51.132517+00:00,Aug26,49.245,1.1232494147603538,19570,03/13/2026 04:59 PM GMT,1788148800000,6277386
2026-03-14T20:56:51.132517+00:00,Sep26,48.99,1.0915994304698695,18185,03/13/2026 04:59 PM GMT,1790740800000,6277387
2026-03-14T20:56:51.132517+00:00,Oct26,48.665,0.9500694919824888,12550,03/13/2026 04:47 PM GMT,1793419200000,6277388
2026-03-14T20:56:51.132517+00:00,Nov26,48.32,0.7674341007674386,12345,03/13/2026 04:43 PM GMT,1796014800000,6277389
2026-03-14T20:56:51.132517+00:00,Dec26,48.155,0.8650663985589289,12805,03/13/2026 04:58 PM GMT,1798693200000,6277390
2026-03-14T20:56:51.132517+00:00,Jan27,47.055,-0.45483393272689526,10595,03/13/2026 04:10 PM GMT,1801371600000,6277391
2026-03-14T20:56:51.132517+00:00,Feb27,46.4,-0.12484394506866381,11420,03/13/2026 03:48 PM GMT,1803790800000,6277392
2026-03-14T20:56:51.132517+00:00,Mar27,43.5,-0.5509704853569869,9820,03/13/2026 03:01 PM GMT,1806465600000,6277393
2026-03-14T20:56:51.132517+00:00,Apr27,37.45,-0.26365549015951595,4650,03/13/2026 04:38 PM GMT,1809057600000,6277394
2026-03-14T20:56:51.132517+00:00,May27,34.585,-0.04046359721378015,4025,03/13/2026 09:17 AM GMT,1811736000000,6277395
2026-03-14T20:56:51.132517+00:00,Jul27,33.25,-0.1711351968054828,3250,03/13/2026 04:39 PM GMT,1817006400000,6277397
2026-03-14T20:56:51.132517+00:00,Nov27,32.545,-1.3668323433143426,2770,03/13/2026 10:48 AM GMT,1827550800000,6277401
2026-03-14T20:56:51.132517+00:00,Cal 27,36.99,0.0,750,03/13/2026 04:59 PM GMT,1830229200000,6277413
2026-03-14T20:56:51.132517+00:00,Dec27,32.93,-1.5280643521425876,2760,03/13/2026 10:50 AM GMT,1830229200000,6277402
2026-03-14T20:56:51.132517+00:00,Cal 28,26.895,0.0,515,03/13/2026 04:57 PM GMT,1861851600000,6560239
2026-03-14T20:56:51.132517+00:00,Cal 29,23.24,0.0,155,03/13/2026 04:25 PM GMT,1893387600000,6709888
2026-03-14T20:56:51.132517+00:00,Cal 30,22.045,0.0,20,03/13/2026 03:51 PM GMT,1924923600000,6709889
