snapshot_utc,marketStrip,lastPrice,change,volume,lastTime,endDate,marketId
2026-08-29T22:20:38.245440+00:00,Oct26,66.59,-0.5807790501500407,112341,08/28/2026 08:58 PM GMT,1793419200000,6277388
2026-08-29T22:20:38.245440+00:00,Nov26,66.15,-0.726355914398047,36765,08/28/2026 08:42 PM GMT,1796014800000,6277389
2026-08-29T22:20:38.245440+00:00,Dec26,66.005,-0.4088961313295926,26360,08/28/2026 08:59 PM GMT,1798693200000,6277390
2026-08-29T22:20:38.245440+00:00,Jan27,65.48,-0.6554193470081353,19375,08/28/2026 07:59 PM GMT,1801371600000,6277391
2026-08-29T22:20:38.245440+00:00,Feb27,64.58,-0.4347692023064298,13880,08/28/2026 07:34 PM GMT,1803790800000,6277392
2026-08-29T22:20:38.245440+00:00,Mar27,60.655,-0.5035924018240907,12920,08/28/2026 07:23 PM GMT,1806465600000,6277393
2026-08-29T22:20:38.245440+00:00,Apr27,49.22,-0.8141221989360057,5225,08/28/2026 06:30 PM GMT,1809057600000,6277394
2026-08-29T22:20:38.245440+00:00,May27,44.48,-0.10331042536946161,4590,08/28/2026 02:06 PM GMT,1811736000000,6277395
2026-08-29T22:20:38.245440+00:00,Jun27,43.105,-0.6957403183818269,4545,08/28/2026 07:47 PM GMT,1814328000000,6277396
2026-08-29T22:20:38.245440+00:00,Jul27,43.33,0.6948479003509086,2590,08/28/2026 10:26 AM GMT,1817006400000,6277397
2026-08-29T22:20:38.245440+00:00,Aug27,42.75,-0.34268130638505834,2400,08/28/2026 02:07 PM GMT,1819684800000,6277398
2026-08-29T22:20:38.245440+00:00,Sep27,43.0,0.38051217405513155,2400,08/28/2026 07:51 AM GMT,1822276800000,6277399
2026-08-29T22:20:38.245440+00:00,Oct27,42.555,0.08937601430015453,2410,08/28/2026 07:10 AM GMT,1824955200000,6277400
2026-08-29T22:20:38.245440+00:00,Nov27,42.325,0.11353691132294585,2360,08/28/2026 02:30 PM GMT,1827550800000,6277401
2026-08-29T22:20:38.245440+00:00,Cal 27,48.31,0.0,360,08/28/2026 05:56 PM GMT,1830229200000,6277413
2026-08-29T22:20:38.245440+00:00,Dec27,42.55,0.5458541080838265,2415,08/28/2026 08:01 AM GMT,1830229200000,6277402
2026-08-29T22:20:38.245440+00:00,Jan28,41.66,-0.4159296266195118,1940,08/28/2026 03:37 PM GMT,1832907600000,6282871
2026-08-29T22:20:38.245440+00:00,Cal 28,32.47,0.0,420,08/28/2026 05:42 PM GMT,1861851600000,6560239
2026-08-29T22:20:38.245440+00:00,Cal 29,26.41,0.0,95,08/28/2026 05:41 PM GMT,1893387600000,6709888
2026-08-29T22:20:38.245440+00:00,Cal 30,24.0,0.0,80,08/28/2026 03:24 PM GMT,1924923600000,6709889
