snapshot_utc,marketStrip,lastPrice,change,volume,lastTime,endDate,marketId
2026-05-02T20:39:51.489935+00:00,Jun26,45.615,-0.329939256216397,69110,05/01/2026 08:58 PM GMT,1782792000000,6214891
2026-05-02T20:39:51.489935+00:00,Jul26,45.705,-0.32494438871200093,19330,05/01/2026 08:57 PM GMT,1785470400000,6243134
2026-05-02T20:39:51.489935+00:00,Aug26,45.735,-0.2812663526949193,10780,05/01/2026 08:57 PM GMT,1788148800000,6277386
2026-05-02T20:39:51.489935+00:00,Sep26,45.675,-0.5118710520583739,8645,05/01/2026 08:29 PM GMT,1790740800000,6277387
2026-05-02T20:39:51.489935+00:00,Oct26,45.395,-0.6652224337512745,7305,05/01/2026 08:59 PM GMT,1793419200000,6277388
2026-05-02T20:39:51.489935+00:00,Nov26,45.09,-0.6871943967226061,7805,05/01/2026 07:29 PM GMT,1796014800000,6277389
2026-05-02T20:39:51.489935+00:00,Dec26,45.025,-0.808512513218198,6270,05/01/2026 05:59 PM GMT,1798693200000,6277390
2026-05-02T20:39:51.489935+00:00,Jan27,45.075,-0.34489619950918354,5960,05/01/2026 08:57 PM GMT,1801371600000,6277391
2026-05-02T20:39:51.489935+00:00,Feb27,44.66,-0.47023690133940765,5700,05/01/2026 05:59 PM GMT,1803790800000,6277392
2026-05-02T20:39:51.489935+00:00,Mar27,42.855,-0.9613829123431488,5570,05/01/2026 05:40 PM GMT,1806465600000,6277393
2026-05-02T20:39:51.489935+00:00,Apr27,37.375,0.1017757184562142,1895,05/01/2026 01:48 PM GMT,1809057600000,6277394
2026-05-02T20:39:51.489935+00:00,Jun27,34.785,1.1133073658508097,1940,05/01/2026 04:49 PM GMT,1814328000000,6277396
2026-05-02T20:39:51.489935+00:00,Jul27,33.95,-0.6322074577064742,1770,05/01/2026 03:30 PM GMT,1817006400000,6277397
2026-05-02T20:39:51.489935+00:00,Cal 27,37.3,0.0,470,05/01/2026 05:31 PM GMT,1830229200000,6277413
2026-05-02T20:39:51.489935+00:00,Cal 28,28.0,0.0,220,05/01/2026 03:13 PM GMT,1861851600000,6560239
