snapshot_utc,marketStrip,lastPrice,change,volume,lastTime,endDate,marketId
2026-05-26T21:42:50.109336+00:00,Jun26,46.905,3.24675324675325,84860,05/26/2026 08:59 PM GMT,1782792000000,6214891
2026-05-26T21:42:50.109336+00:00,Jul26,47.07,3.2463259486729474,58595,05/26/2026 08:55 PM GMT,1785470400000,6243134
2026-05-26T21:42:50.109336+00:00,Aug26,46.94,3.2760555323315157,22744,05/26/2026 08:58 PM GMT,1788148800000,6277386
2026-05-26T21:42:50.109336+00:00,Sep26,46.86,3.254522618601672,17300,05/26/2026 08:58 PM GMT,1790740800000,6277387
2026-05-26T21:42:50.109336+00:00,Oct26,46.765,3.4784147987520253,15585,05/26/2026 07:34 PM GMT,1793419200000,6277388
2026-05-26T21:42:50.109336+00:00,Nov26,45.855,3.063472084869189,12330,05/26/2026 08:13 PM GMT,1796014800000,6277389
2026-05-26T21:42:50.109336+00:00,Dec26,45.545,2.852174698523114,10130,05/26/2026 07:14 PM GMT,1798693200000,6277390
2026-05-26T21:42:50.109336+00:00,Jan27,45.325,2.9902974391601775,7270,05/26/2026 05:12 PM GMT,1801371600000,6277391
2026-05-26T21:42:50.109336+00:00,Feb27,44.48,2.6090567256453445,6305,05/26/2026 05:00 PM GMT,1803790800000,6277392
2026-05-26T21:42:50.109336+00:00,Mar27,43.055,3.190010545489414,6180,05/26/2026 02:48 PM GMT,1806465600000,6277393
2026-05-26T21:42:50.109336+00:00,Apr27,36.4,2.5641025641025545,3075,05/26/2026 01:24 AM GMT,1809057600000,6277394
2026-05-26T21:42:50.109336+00:00,Jul27,34.1,3.6159222120936034,2810,05/26/2026 07:20 AM GMT,1817006400000,6277397
2026-05-26T21:42:50.109336+00:00,Sep27,34.1,3.6159222120936034,2810,05/26/2026 02:07 PM GMT,1822276800000,6277399
2026-05-26T21:42:50.109336+00:00,Cal 27,36.7,0.0,370,05/26/2026 04:01 PM GMT,1830229200000,6277413
2026-05-26T21:42:50.109336+00:00,Dec27,34.2,2.223816355810616,1830,05/26/2026 03:38 PM GMT,1830229200000,6277402
2026-05-26T21:42:50.109336+00:00,Cal 28,27.75,0.0,300,05/26/2026 03:52 PM GMT,1861851600000,6560239
2026-05-26T21:42:50.109336+00:00,Cal 29,24.03,0.0,85,05/26/2026 01:55 PM GMT,1893387600000,6709888
2026-05-26T21:42:50.109336+00:00,Cal 30,22.5,0.0,15,05/26/2026 02:57 PM GMT,1924923600000,6709889
