snapshot_utc,marketStrip,lastPrice,change,volume,lastTime,endDate,marketId
2026-06-22T22:00:20.873595+00:00,Jul26,42.19,0.23282333935189342,70877,06/22/2026 08:57 PM GMT,1785470400000,6243134
2026-06-22T22:00:20.873595+00:00,Aug26,42.35,0.27940897897329536,32650,06/22/2026 08:53 PM GMT,1788148800000,6277386
2026-06-22T22:00:20.873595+00:00,Sep26,42.535,0.3042022355327024,18830,06/22/2026 08:34 PM GMT,1790740800000,6277387
2026-06-22T22:00:20.873595+00:00,Oct26,42.47,0.22418879056046928,12840,06/22/2026 08:34 PM GMT,1793419200000,6277388
2026-06-22T22:00:20.873595+00:00,Nov26,42.24,0.20639100419899722,10235,06/22/2026 08:34 PM GMT,1796014800000,6277389
2026-06-22T22:00:20.873595+00:00,Dec26,42.115,-0.03085833649828647,9310,06/22/2026 08:28 PM GMT,1798693200000,6277390
2026-06-22T22:00:20.873595+00:00,Jan27,41.95,0.12889058621348587,7040,06/22/2026 05:40 PM GMT,1801371600000,6277391
2026-06-22T22:00:20.873595+00:00,Feb27,41.445,0.159501196258978,6420,06/22/2026 05:40 PM GMT,1803790800000,6277392
2026-06-22T22:00:20.873595+00:00,Mar27,39.525,-0.4508361877896485,6585,06/22/2026 03:07 PM GMT,1806465600000,6277393
2026-06-22T22:00:20.873595+00:00,Apr27,34.72,-0.6268067202839268,2690,06/22/2026 03:59 PM GMT,1809057600000,6277394
2026-06-22T22:00:20.873595+00:00,May27,32.87,-0.6047777441790227,2200,06/22/2026 03:59 PM GMT,1811736000000,6277395
2026-06-22T22:00:20.873595+00:00,Jun27,32.38,-0.6748466257668676,2280,06/22/2026 04:01 PM GMT,1814328000000,6277396
2026-06-22T22:00:20.873595+00:00,Nov27,32.6,0.09518253553992694,1575,06/22/2026 01:03 PM GMT,1827550800000,6277401
2026-06-22T22:00:20.873595+00:00,Cal 27,34.865,0.0,380,06/22/2026 03:56 PM GMT,1830229200000,6277413
2026-06-22T22:00:20.873595+00:00,Jan28,32.7,-0.3868766564108671,1575,06/22/2026 01:32 PM GMT,1832907600000,6282871
2026-06-22T22:00:20.873595+00:00,Cal 28,27.595,0.0,395,06/22/2026 07:32 PM GMT,1861851600000,6560239
2026-06-22T22:00:20.873595+00:00,Cal 29,23.845,0.0,115,06/22/2026 03:35 PM GMT,1893387600000,6709888
2026-06-22T22:00:20.873595+00:00,Cal 31,22.1,0.0,5,06/22/2026 01:49 PM GMT,1956459600000,6709890
