snapshot_utc,marketStrip,lastPrice,change,volume,lastTime,endDate,marketId
2026-08-03T20:59:30.623204+00:00,Sep26,57.9,-1.98236021059403,96515,08/03/2026 08:48 PM GMT,1790740800000,6277387
2026-08-03T20:59:30.623204+00:00,Oct26,57.9,-1.9242496104072138,32400,08/03/2026 08:36 PM GMT,1793419200000,6277388
2026-08-03T20:59:30.623204+00:00,Nov26,57.245,-1.7135106364713435,20455,08/03/2026 08:48 PM GMT,1796014800000,6277389
2026-08-03T20:59:30.623204+00:00,Dec26,56.945,-1.3751537089315662,15025,08/03/2026 08:15 PM GMT,1798693200000,6277390
2026-08-03T20:59:30.623204+00:00,Jan27,56.285,-1.3668623499518113,15270,08/03/2026 07:21 PM GMT,1801371600000,6277391
2026-08-03T20:59:30.623204+00:00,Feb27,54.88,-1.1473962930273618,11380,08/03/2026 07:13 PM GMT,1803790800000,6277392
2026-08-03T20:59:30.623204+00:00,Mar27,50.225,-2.0363182429928357,13785,08/03/2026 06:44 PM GMT,1806465600000,6277393
2026-08-03T20:59:30.623204+00:00,Apr27,41.65,-2.859408526914822,8755,08/03/2026 06:02 PM GMT,1809057600000,6277394
2026-08-03T20:59:30.623204+00:00,May27,37.225,-3.042221238246553,5895,08/03/2026 03:48 PM GMT,1811736000000,6277395
2026-08-03T20:59:30.623204+00:00,Jun27,36.115,-3.4951767629532635,4610,08/03/2026 03:59 PM GMT,1814328000000,6277396
2026-08-03T20:59:30.623204+00:00,Oct27,36.25,-1.6602463241278331,2655,08/03/2026 09:52 AM GMT,1824955200000,6277400
2026-08-03T20:59:30.623204+00:00,Cal 27,40.725,0.0,785,08/03/2026 04:37 PM GMT,1830229200000,6277413
2026-08-03T20:59:30.623204+00:00,Cal 28,28.85,0.0,150,08/03/2026 03:12 PM GMT,1861851600000,6560239
2026-08-03T20:59:30.623204+00:00,Cal 29,24.95,0.0,35,08/03/2026 01:52 PM GMT,1893387600000,6709888
2026-08-03T20:59:30.623204+00:00,Cal 30,23.1,0.0,10,08/03/2026 03:44 PM GMT,1924923600000,6709889
2026-08-03T20:59:30.623204+00:00,Cal 31,22.9,0.0,5,08/03/2026 02:40 PM GMT,1956459600000,6709890
