snapshot_utc,marketStrip,lastPrice,change,volume,lastTime,endDate,marketId
2026-04-30T20:58:39.086705+00:00,Jun26,46.275,-1.2547212086294113,98325,04/30/2026 08:48 PM GMT,1782792000000,6214891
2026-04-30T20:58:39.086705+00:00,Jul26,46.325,-1.17544159057939,25110,04/30/2026 08:48 PM GMT,1785470400000,6243134
2026-04-30T20:58:39.086705+00:00,Aug26,46.415,-0.9475234213278187,17580,04/30/2026 08:46 PM GMT,1788148800000,6277386
2026-04-30T20:58:39.086705+00:00,Sep26,46.575,-0.6971984137136971,13765,04/30/2026 08:41 PM GMT,1790740800000,6277387
2026-04-30T20:58:39.086705+00:00,Oct26,46.325,-0.7753764431212004,12950,04/30/2026 08:45 PM GMT,1793419200000,6277388
2026-04-30T20:58:39.086705+00:00,Nov26,45.965,-0.9908454496499597,12355,04/30/2026 08:45 PM GMT,1796014800000,6277389
2026-04-30T20:58:39.086705+00:00,Dec26,45.91,-1.028305344169711,10660,04/30/2026 08:45 PM GMT,1798693200000,6277390
2026-04-30T20:58:39.086705+00:00,Jan27,45.31,-2.0006488590894285,10225,04/30/2026 05:30 PM GMT,1801371600000,6277391
2026-04-30T20:58:39.086705+00:00,Feb27,44.92,-2.1009502222997094,8445,04/30/2026 05:30 PM GMT,1803790800000,6277392
2026-04-30T20:58:39.086705+00:00,Mar27,44.65,0.9176385498598653,8485,04/30/2026 08:59 AM GMT,1806465600000,6277393
2026-04-30T20:58:39.086705+00:00,Apr27,37.61,-2.024122749889288,4405,04/30/2026 06:19 PM GMT,1809057600000,6277394
2026-04-30T20:58:39.086705+00:00,May27,36.265,-0.04410021774482026,3930,04/30/2026 12:28 PM GMT,1811736000000,6277395
2026-04-30T20:58:39.086705+00:00,Jun27,34.475,-2.83258173618939,4355,04/30/2026 03:58 PM GMT,1814328000000,6277396
2026-04-30T20:58:39.086705+00:00,Jul27,34.5,-1.7569837970213782,3185,04/30/2026 03:37 PM GMT,1817006400000,6277397
2026-04-30T20:58:39.086705+00:00,Sep27,35.1,-0.47635250085062736,2880,04/30/2026 12:43 PM GMT,1822276800000,6277399
2026-04-30T20:58:39.086705+00:00,Oct27,34.9,-1.079901363340042,2130,04/30/2026 11:10 AM GMT,1824955200000,6277400
2026-04-30T20:58:39.086705+00:00,Cal 27,37.26,0.0,620,04/30/2026 03:47 PM GMT,1830229200000,6277413
2026-04-30T20:58:39.086705+00:00,Dec27,35.25,-1.2079257868333215,2135,04/30/2026 12:21 PM GMT,1830229200000,6277402
2026-04-30T20:58:39.086705+00:00,Cal 28,28.05,0.0,440,04/30/2026 03:34 PM GMT,1861851600000,6560239
2026-04-30T20:58:39.086705+00:00,Cal 29,23.95,0.0,155,04/30/2026 03:34 PM GMT,1893387600000,6709888
2026-04-30T20:58:39.086705+00:00,Cal 30,22.55,0.0,35,04/30/2026 01:54 PM GMT,1924923600000,6709889
